OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d3fb1fc2fad84254d56df53b5f613730	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	g__Lactobacillus; s__
3e456ab34328a20286187abd384af0e1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	g__Ruminococcus; s__
62862467ebd6d069bb21dfb1566e5b1f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	g__Micrococcus; s__
8b969d418d168c9775f93ebdaf511d8c	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	g__Lactobacillus; s__
2cf2b8a6acc69642934188505d41f446	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	g__Lactobacillus; s__
6d96c866d383a817b29fe0094bb44e53	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Ralstonia	g__Ralstonia; s__
b2a43f68928fd3881e7ea29a0e19d3d3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	g__Microbacterium; s__
ac6eaf5f4c85787304ee88b66b67e440	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Ralstonia	g__Ralstonia; s__
1c5d0f55b22610b0c5e8980d27588c63	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__fragilis
728642d9977758d19f428bb80df80a63	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
e2d1296cda2bf50c7c19dcebe8e98647	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	f__C111; g__	f__C111; g__; s__
1a7c3409f778f70723172d13b6dfffa9	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae; g__	f__Comamonadaceae; g__; s__
3d3bcf5782ed7486a0b21be853dc2475	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	f__C111; g__	f__C111; g__; s__
9c855d87bec0b3ee8f4ce1d205e6dac3	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
e2706fe3017ce3c626f60e25b6d5d87d	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	g__Pseudomonas; s__
b5f939c3947a95e259ee209c8c30ef75	k__Bacteria	p__WWE1	c__[Cloacamonae]	o__[Cloacamonales]	f__[Cloacamonaceae]	g__W5	g__W5; s__
7b945aa76e498ee9b0064341931ce566	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
92046329cf1575602f75ac0a6c09828c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	g__Pseudomonas; s__
a7da1ac0f87b6e32a7bff0a30c70bfcc	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Serratia	g__Serratia; s__
6c53eb6b56d2cfb9b3cb17a33c5e6862	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	o__Bacteroidales; f__	o__Bacteroidales; f__; g__	o__Bacteroidales; f__; g__; s__
c8b9ac777f56e8b40cffde3ad88d5e67	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Cloacibacterium	g__Cloacibacterium; s__
c9a281c7461f4c37d8fae04b4c8b8cff	k__Bacteria	p__Firmicutes	c__Clostridia	o__Halanaerobiales	f__Halanaerobiaceae	f__Halanaerobiaceae; g__	f__Halanaerobiaceae; g__; s__
8bdcd644b0c1d7fac955236e4c61c65d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	g__Propionibacterium	s__acnes
04c3f0101dc7ca030077f65a3d3b015f	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	g__Porphyromonas; s__
88f182a9cb3117eeeb06062e887bb650	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Cloacibacterium	g__Cloacibacterium; s__
eaa736afa034fa9ffd26ac797e9c6392	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	o__Clostridiales; f__	o__Clostridiales; f__; g__	o__Clostridiales; f__; g__; s__
2ba2311c3f8b4739609b91cdcb43e9bb	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	g__Prevotella; s__
cb3ab941d7c5df9dd53f3a919eaea7c3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	g__[Ruminococcus]; s__
49c0364f58a9c9d15aa918286abc8f7b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	f__Lachnospiraceae; g__	f__Lachnospiraceae; g__; s__
35b819104debdaed01fe86549f7d15b7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Defluviitalea	s__saccharophila
f1244f2a240f25f9c8b93ec63a37c413	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	g__Lactobacillus; s__
f072072f91e41c5876e2de95c2d80d51	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	f__Enterococcaceae; g__	f__Enterococcaceae; g__; s__
9c86b440a42985a2793d62933d45f06b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	g__Leuconostoc; s__
4c6a7593344ab3003fe70c2c5e5c0298	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	g__Propionibacterium	s__acnes
fc5924c2070929c32ba165e7310f03f6	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
1b5b643bdf303a7788e5e802090c7090	k__Bacteria	p__WWE1	c__[Cloacamonae]	o__[Cloacamonales]	f__[Cloacamonaceae]	g__W5	g__W5; s__
75476d58c6b07bfae28843df3e492013	k__Bacteria	p__Firmicutes	c__Clostridia	o__SHA-98	o__SHA-98; f__	o__SHA-98; f__; g__	o__SHA-98; f__; g__; s__
0052d1c18fe1e03d00585e3ed0dd7d55	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	g__Stenotrophomonas; s__
813592c74e2ac6184fcc08c71e4109e8	k__Bacteria	p__Firmicutes	c__Clostridia	o__SHA-98	o__SHA-98; f__	o__SHA-98; f__; g__	o__SHA-98; f__; g__; s__
d2500522d87eca5cb529c7875f097e9b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	o__Clostridiales; f__	o__Clostridiales; f__; g__	o__Clostridiales; f__; g__; s__
41b90fe2a2bf293a508dfb5782803730	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
fdae3ad647e3c4bce4f51b155b86f141	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	f__Enterobacteriaceae; g__	f__Enterobacteriaceae; g__; s__
62ff8a21fcbd5bc2c77acad5c563d38b	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	o__Bacteroidales; f__	o__Bacteroidales; f__; g__	o__Bacteroidales; f__; g__; s__
9bf95db4d86313e3525a779e30063a31	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	f__Ruminococcaceae; g__	f__Ruminococcaceae; g__; s__
7545196693068aa857e01d6bf71d0995	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	g__Fusobacterium; s__
1ae7cea85a58e74a3d4d5ec34b1fbdd4	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__pylori
addcb13daab125444117074ca2c27e0a	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	o__Gemellales; f__	o__Gemellales; f__; g__	o__Gemellales; f__; g__; s__
1292d68620b90f2ffb60ba8338736642	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	g__Streptococcus; s__
b51bfe3eefbd7715a225f451f0755d08	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__CCU21	o__CCU21; f__	o__CCU21; f__; g__	o__CCU21; f__; g__; s__
7293529034a9dbb52ff83a12a0699af8	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	o__Acidimicrobiales; f__	o__Acidimicrobiales; f__; g__	o__Acidimicrobiales; f__; g__; s__
00c77918bf8a7440a4aac6019cc31b0b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	f__Hyphomicrobiaceae; g__	f__Hyphomicrobiaceae; g__; s__
06a603cb4b79900c68b484d529f1f18c	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	g__Fusobacterium; s__
165851b12b17c2fe7fcf63f1dab2611f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	f__EB1017; g__	f__EB1017; g__; s__
648931ef507d5c19ce1e4140916aa126	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	f__Sinobacteraceae; g__	f__Sinobacteraceae; g__; s__
f9ca1884c5433f0f5a463bd34bdf43a1	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	g__Leptotrichia; s__
b5624d63d3f914acacf54c19cfe09fe5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dermacoccaceae	g__Dermacoccus	g__Dermacoccus; s__
85b839e99eb52931995cbb0e287e0378	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales; f__	o__Actinomycetales; f__; g__	o__Actinomycetales; f__; g__; s__
39cb35aa68ee6a75643235513a354e71	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__johnsonii
60385300104af70f80f7eed36b0e8a96	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	g__Blautia; s__
3301969217be77009f3df4cddd35977c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	f__Enterobacteriaceae; g__	f__Enterobacteriaceae; g__; s__
e18941b4e64d2488ef9b7616dc2db6dd	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	g__Granulicatella; s__
18942fc4abbca58f66a6001a06d5c9e1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	g__Rhizobium; s__
82c6c2646e927a50bd007e1ed8368fbc	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	g__Paracoccus; s__
40a3b555ea148677c0c5dc5af0382178	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
b8c15f2112c4587b73ef0bb139b35524	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	g__Rhizobium; s__
d7807d40292a9ac13f94d027a79bfdda	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	g__Paracoccus; s__
c2ff6907019cf7a0bd783d28ecfe50e8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	g__Paracoccus; s__
45c12f5fb37b58c6ec4472a5702cf754	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	g__[Ruminococcus]; s__
4c1489ca543c80a9dadebae0ae977e2a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales; f__	o__Actinomycetales; f__; g__	o__Actinomycetales; f__; g__; s__
12d30c774056c30f4965a36a70374918	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Candidatus_Arthromitus	g__Candidatus_Arthromitus; s__
4d1f2bffea82b1807461161f30a27f09	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	o__Gemellales; f__	o__Gemellales; f__; g__	o__Gemellales; f__; g__; s__
25446447d9d3ee96a9b3ee22d696d684	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	g__Pseudomonas; s__
a872b825ab3645a940fd630cc4965e2e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Schlegelella	g__Schlegelella; s__
77cbdf116bca1bf3d4e9e95ccc2d0180	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	f__Bacillaceae; g__	f__Bacillaceae; g__; s__
d06d928976d8a622baea53706cf1676a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Candidatus_Arthromitus	g__Candidatus_Arthromitus; s__
711225aa24f4bf7135d5bbf5e3d1ba9a	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
edc6177a0421321aa790eb95a0d70d1c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales; f__	o__Actinomycetales; f__; g__	o__Actinomycetales; f__; g__; s__
5b6d6092699936f06ce643c5f00f3b8a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	g__Rhizobium; s__
55cea22b4d33149de9b4963213a9467c	k__Bacteria	p__Firmicutes	c__Clostridia	o__MBA08	o__MBA08; f__	o__MBA08; f__; g__	o__MBA08; f__; g__; s__
84e177c2c48db74aa7b128bbc1575782	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__nanceiensis
27a914ba35614dd9eda34671620a509b	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria; s__
e1f6d90054f1983216719ca6c11716da	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria; s__
4ec0d72639a08644269cb2328b776722	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__nanceiensis
46be81fa638dbd8d3e7eede536d402f9	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__nanceiensis
0183771b5c737d240d9355430f57934e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria; s__
5d9048797e0108ef1bc2ef8ee1176516	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
54585b53b35aad3e2b6375c3fe62756e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria; s__
40395e6c0bf4943100bff5767b89435e	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
d16c6c3a833dc736030c0ee2085ee496	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	g__Lautropia; s__
ecd12eaf9dc169d4fea2df51df02414c	k__Bacteria	p__SR1	p__SR1; c__	p__SR1; c__; o__	p__SR1; c__; o__; f__	p__SR1; c__; o__; f__; g__	p__SR1; c__; o__; f__; g__; s__
69e6a7b206bac26d6b990e62eabef797	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	g__Oscillospira; s__
b448e0a645f89e0b1491312f1c6f432f	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	g__Porphyromonas; s__
5da5750b5ad6d4263ab9fe56dc09be5b	k__Bacteria	p__SR1	p__SR1; c__	p__SR1; c__; o__	p__SR1; c__; o__; f__	p__SR1; c__; o__; f__; g__	p__SR1; c__; o__; f__; g__; s__
443103aaa4396f405f5f8ded01d84188	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__nanceiensis
cd73efd7cdb6a87a21322165f47b6bdb	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	g__Neisseria; s__
702938814a54c3084571839bf52a0614	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
807d7d9b4f3ec575185d0c0ffa91664b	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	g__Bacteroides; s__
a2fcb7b146f67ba17a082342201867d9	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39	o__RF39; f__	o__RF39; f__; g__	o__RF39; f__; g__; s__
f021174411f9b2e4dcf69ce6db2754ec	k__Bacteria	k__Bacteria; p__	k__Bacteria; p__; c__	k__Bacteria; p__; c__; o__	k__Bacteria; p__; c__; o__; f__	k__Bacteria; p__; c__; o__; f__; g__	k__Bacteria; p__; c__; o__; f__; g__; s__
a017e56bdae04f584923bcae42f80226	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	g__Prevotella; s__
19dd14acbbb4a65df899eba65cec4579	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
4c41a4b74cd6bcd4b9f4e1ad19b8ff65	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Parabacteroides	g__Parabacteroides; s__
49bbaa604f937252921a4f28fb0c87fb	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	g__Dietzia; s__
47b0252771f7a9312070122cb43fcd16	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Parabacteroides	g__Parabacteroides; s__
abbbf92d465a452202f18363590766ce	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__melaninogenica
2e3be8b130719905c6eac60babfc3b8a	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	g__Pseudomonas; s__
4bb364ea47695f2968b904bbb78cf581	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera; s__
12a668d7fdaa31043c767fdc862a4272	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	o__Bacteroidales; f__	o__Bacteroidales; f__; g__	o__Bacteroidales; f__; g__; s__
da03058b9f63c86760340fcc3936e6bb	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera; s__
1ad2a8e09835f630032c83c1fa1841b6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria; o__	c__Alphaproteobacteria; o__; f__	c__Alphaproteobacteria; o__; f__; g__	c__Alphaproteobacteria; o__; f__; g__; s__
2009a099f4238144f6e87356a1e7b6f4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
3a657e920c4c1f8d822f0515f0667f2b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
add1d6b96696df1df0a7165b61a9179a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	g__Dialister; s__
d4853492bcef6a770ff5a2d96d964421	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	g__Bacteroides; s__
c8566a3e52f5b42ee3ec0a03422c286c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	g__Dietzia; s__
e7bb5b080fa694ee5632b532a9cae306	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__producta
979cd914fbf4c9770580a426144d91bc	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	g__Pseudomonas; s__
fafb7d011f25e9d128e14fd2f5755f41	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
6ce3bdb819ffd5327af9d54af045208b	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	o__Bacteroidales; f__	o__Bacteroidales; f__; g__	o__Bacteroidales; f__; g__; s__
feae47b15c842a2fe8d2534bb73464db	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	f__Xanthomonadaceae; g__	f__Xanthomonadaceae; g__; s__
35021b3d8cb04d9de964a05f77fee27c	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__pallens
37eceac40bdee8d7163aba6d083c6ff3	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__pallens
e11749598576807c511dcc65e0f6f2eb	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	g__Campylobacter; s__
e9418a189b9e982d49415733739fd0dc	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	g__Fusobacterium; s__
3ddcc4d7443e43f429dda828c360595f	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Paraprevotellaceae]	g__[Prevotella]	g__[Prevotella]; s__
cca6c93b64196370c5c545ba3d9035fb	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	g__Bacillus; s__
0cf5a33b4115c11172d42957363d9428	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__nigrescens
3c2e2ec46f219dd5091790f69e0467c3	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	g__Prevotella; s__
72042c992b7aebac545f74b4d8934137	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	g__Bacteroides; s__
eb8b7c5410d10cdafbfb421132db801d	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__pallens
6be45e339a8642962cb867a6465271aa	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	g__Porphyromonas; s__
5e8da6a3a14254ebbddcd5a31ae9c57c	k__Bacteria	p__Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	g__Treponema; s__
a1d9aaeb26ffa36763a86b9aa81875f5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	g__Oscillospira; s__
686b7f902c7f54a62831ce46b4319c80	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__[Odoribacteraceae]	g__Odoribacter	g__Odoribacter; s__
8557157b79c4e3a7ededce2604ea03f0	k__Bacteria	p__Firmicutes	c__Clostridia	o__SHA-98	o__SHA-98; f__	o__SHA-98; f__; g__	o__SHA-98; f__; g__; s__
b3ec5c34c3832c730d2f8a9629077406	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Intrasporangiaceae	f__Intrasporangiaceae; g__	f__Intrasporangiaceae; g__; s__
391884c395017effb87db45ed1bca3a3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	g__Oscillospira; s__
6e56aca7a8d4236d3732ba42d49acbaf	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	g__Enhydrobacter; s__
e2478e16118095998d131baa22b4a7fa	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	g__Blautia; s__
11d7dff656f9a6fb272bdd1a23eb3ecd	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	g__Leuconostoc; s__
7edaa4d9590b8555b4efb67de0f9cf6c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	g__Rhizobium; s__
e3c3ba7ab00e99479f8bfc7a35ae603f	k__Bacteria	p__SR1	p__SR1; c__	p__SR1; c__; o__	p__SR1; c__; o__; f__	p__SR1; c__; o__; f__; g__	p__SR1; c__; o__; f__; g__; s__
212fe3e0c028c50297e3a55b88f0d368	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	g__Bacteroides; s__
a356e6f373c402c2ea2b1a260e6fce02	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__ochracea
c086036ca8d0ccf45e69dcd63a8c7b0f	k__Bacteria	p__Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	g__Treponema; s__
